cluster_id,listings,median_rate,median_rating,median_reviews,median_total_amenities,median_luxury_score,median_rarity_score,median_amenity_utility,median_amenity_premium,median_binary_flags,lat_center,lon_center
4,4402,42.099999999999994,4.856428571428571,4.127134385045092,31.0,2.0,0.0017231723192539,14.0,2.002659562940914,2.0,-15.419227510222624,-57.47335372557929
3,5196,48.60000000000001,4.824999999999999,4.330733340286331,30.0,3.0,0.0017035408821779,14.0,3.0008356602968007,3.0,18.16009622786759,111.0984809661278
5,3341,63.59999999999998,4.851428571428571,3.784189633918261,36.0,4.0,0.00215051695265,16.0,4.000766181445753,3.0,-23.438606225680935,27.502391469619873
1,15222,111.80000000000003,4.822857142857144,4.290459441148391,34.0,2.0,0.00184740615638765,16.0,2.00147762620727,2.0,39.83067400472999,16.357399842333464
2,7944,129.74999999999997,4.862857142857143,4.912654885736052,39.0,2.0,0.0022302029898555002,18.0,2.002627195673436,3.0,31.21601404833837,-92.76725669687814
0,1188,140.64999999999998,4.881428571428572,4.969813299576001,40.0,2.0,0.0022986929530034996,18.0,2.002278982961704,2.0,-38.42507584175085,154.8970276936027
